car_test_nm,addr_road,x,y,tel,tester,work_time,agency_cd,agency_nm,reg_dt
두원현대서비스,경기도 파주시 조리읍 통일로 477-14,37.75552179,126.8012763,031-948-2121,3,평일:09:00~18:00+토요일:09:00~13:00,4060000,경기도 파주시,2024-05-14
파주현대서비스,경기도 파주시 월롱면 휴암로 235,37.81236016,126.7825403,031-949-9141,3,평일:09:00~18:00+토요일:09:00~13:00,4060000,경기도 파주시,2024-05-14
영남종합정비,경상북도 김천시 아홉사리길 8,36.15459087,128.1161005,054-437-8541,1,08:30~17:30,5060000,경상북도 김천시,2024-08-20
김천자동차공업사,경상북도 김천시 양금로 206,36.11214541,128.1234235,054-439-3636,1,08:30~17:30,5060000,경상북도 김천시,2024-08-20
황악모터스주식회사,경상북도 김천시 남면 아포대로 348-7,36.13471849,128.184633,054-431-7272,1,08:30~17:30,5060000,경상북도 김천시,2024-08-20
서김천현대서비스,경상북도 김천시 속구미길 65,36.12911133,128.133494,054-433-1154,1,08:30~18:00,5060000,경상북도 김천시,2024-08-20
김천공단정비,경상북도 김천시 공단로 269,36.14562485,128.1236965,054-432-7166,1,08:30~17:30,5060000,경상북도 김천시,2024-08-20
아포1급종합정비,경상북도 김천시 아포읍 포아로 20,36.16232246,128.2585189,054-431-5004,1,08:30~18:00,5060000,경상북도 김천시,2024-08-20
국제자동차공업사,전북특별자치도 익산시 서동로 205,35.93886902,126.9726221,063-855-0776,3,평일:09:00~18:00+토요일:09:00~13:00,4681000,전북특별자치도 익산시,2024-08-19
(유)유신공업사,전북특별자치도 익산시 서동로 209,35.93889183,126.9730707,063-855-0327,3,평일:08:30~17:30+토요일:08:30~12:00,4681000,전북특별자치도 익산시,2024-08-19
1급 서일특장자동차 공업사,전북특별자치도 익산시 함열읍 함열10길 25,36.07582395,126.9659782,063-861-0334,3,평일:09:00~18:00+토요일:09:00~13:00,4681000,전북특별자치도 익산시,2024-08-19
새한자동차공업사,전북특별자치도 익산시 목천로 51,35.91926094,126.933902,063-852-1234,3,평일:09:00~18:00+토요일:09:00~13:00,4681000,전북특별자치도 익산시,2024-08-19
엠케이모터스,전북특별자치도 익산시 약촌로 63,35.93946321,126.9773993,063-842-3355,3,평일:08:30~17:30+토요일:08:30~12:00,4681000,전북특별자치도 익산시,2024-08-19
1급 신하림자동차공업사,전북특별자치도 익산시 함열읍 익산대로 1676-22,36.06899854,126.9672709,063-862-2678,3,평일:09:00~18:00+토요일:09:00~13:00,4681000,전북특별자치도 익산시,2024-08-19
(유)제일자동차공업사,전북특별자치도 익산시 군익로 446-1,35.94311165,126.9343311,063-855-0020,3,평일:09:00~18:00+토요일:09:00~13:00,4681000,전북특별자치도 익산시,2024-08-19
동산자동차공업사,전북특별자치도 익산시 목천로6길 42,35.928531,126.9496924,063-856-3800,3,평일:08:30~17:30+토요일:08:30~12:00,4681000,전북특별자치도 익산시,2024-08-19
(유)남성자동차공업사,전북특별자치도 익산시 동서로 341,35.95095966,126.9708267,063-842-9435,3,평일:09:00~18:00+토요일:09:00~13:00,4681000,전북특별자치도 익산시,2024-08-19
백제자동차공업사,전북특별자치도 익산시 마한로 161,35.966015,126.9821379,063-832-3900,3,평일:08:30~17:30+토요일:08:30~12:00,4681000,전북특별자치도 익산시,2024-08-19
이한자동차공업사,전북특별자치도 익산시 춘포로 81,35.91544922,126.9818169,063-854-0790,3,평일:09:00~18:00+토요일:09:00~13:00,4681000,전북특별자치도 익산시,2024-08-19
주식회사우성현대서비스,경기도 군포시 공단로125,37.35637319,126.9490751,031-429-1102,4,평일:09:00~18:00+토요일:09:00~13:00,4020000,경기도 군포시,2024-10-16
아세아공업사,강원특별자치도 정선군 정선읍 용담길 101,37.37836694,128.6515601,033-563-0868,3,평일 09:00~18:00+토요일 09:00~12:00,4291000,강원특별자치도 정선군,2024-05-28
정선아라리자동차공업사,강원특별자치도 정선군 정선읍 칠현로 1907,37.37074504,128.6703567,033-563-4267,3,평일 09:00~18:00+토요일 09:00~12:00,4291000,강원특별자치도 정선군,2024-05-28
태영모터스,경기도 파주시 강천길 58-7,37.7621399,126.7657187,031-947-0707,3,평일:09:00~18:00+토요일:09:00~13:00,4060000,경기도 파주시,2024-05-14
(주)진흥공업사,경기도 파주시 문산읍 우계로 430-13,37.85792381,126.7963573,031-952-2373,3,평일:09:00~18:00+토요일:09:00~13:00,4060000,경기도 파주시,2024-05-14
신화모터스 주식회사,경기도 파주시 쌀뚜기길 4-13,37.7235858,126.6999516,031-941-9112,3,평일:09:00~18:00+토요일:09:00~13:00,4060000,경기도 파주시,2024-05-14
JK공업사,경기도 파주시 아리랑로 8,37.76190832,126.767862,031-946-0197,3,평일:09:00~18:00+토요일:09:00~13:00,4060000,경기도 파주시,2024-05-14
알3모터스,부산광역시 서구 충무대로 221(남부민동),35.09034247,129.0238917,051-996-8272,4,평일:08:00~18:00+토요일:08:00~13:00,3260000,부산광역시 서구,2024-11-07
교통안전공단 부천자동차검사소,"경기도 부천시 오정구 오정로42, (삼정동)",37.52459327,126.765054,032-674-5000,16,평일 09:00~18:00+토요일 09:00~13:00,3860000,경기도 부천시,2024-11-05
㈜부천자동차공업사,경기도 부천시 오정구 신흥로382,37.5176954,126.7755446,032-672-5806,3,평일 09:00~18:00+토요일 09:00~13:00,3860000,경기도 부천시,2024-11-05
형제자동차공업사,경기도 부천시 오정구 오정로107,37.52624406,126.7717838,032-672-2311,4,평일 09:00~18:00+토요일 09:00~13:00,3860000,경기도 부천시,2024-11-05
㈜선경,경기도 부천시 원미구 부천로228,37.50444408,126.787145,032-655-2100,4,평일 09:00~18:00+토요일 09:00~13:00,3860000,경기도 부천시,2024-11-05
예지엠에스㈜,경기도 부천시 오정구 오정로282,37.5315163431,126.7890433889,032-671-5500,4,평일 09:00~18:00+토요일 09:00~13:00,3860000,경기도 부천시,2024-11-05
㈜아주자동차공업사,경기도 부천시 원미구 신흥로300,37.51030252,126.7752427,032-662-7000,4,평일 09:00~18:00+토요일 09:00~13:00,3860000,경기도 부천시,2024-11-05
㈜오토맥스,경기도 부천시 원미구 부천로190,37.5008557,126.7869755,032-656-8030,4,평일 09:00~18:00+토요일 09:00~13:00,3860000,경기도 부천시,2024-11-05
영진1급정비㈜,경기도 부천시 오정구 봉오대로556번길10,37.53876848,126.8209908,032-673-7001,4,평일 09:00~18:00+토요일 09:00~13:00,3860000,경기도 부천시,2024-11-05
1급제일스카이정비,경기도 부천시 오정구 송내대로518번길30,37.52939961,126.7614901,032-676-0096,4,평일 09:00~18:00+토요일 09:00~13:00,3860000,경기도 부천시,2024-11-05
㈜카런,경기도 부천시 오정구 송내대로518번길104-6,37.5294286,126.7664109,032-682-1524,3,평일 09:00~18:00+토요일 09:00~13:00,3860000,경기도 부천시,2024-11-05
삼정자동차정비㈜,경기도 부천시 오정구 오정로108,37.52533787,126.7724604,032-673-9991,4,평일 09:00~18:00+토요일 09:00~13:00,3860000,경기도 부천시,2024-11-05
㈜미래자동차,경기도 부천시 오정구 석천로396,37.52197035,126.768771,032-671-8813,3,평일 09:00~18:00+토요일 09:00~13:00,3860000,경기도 부천시,2024-11-05
서광1급정비㈜,경기도 부천시 오정구 신흥로441번길86,37.52386992,126.7714962,032-673-7001,4,평일 09:00~18:00+토요일 09:00~13:00,3860000,경기도 부천시,2024-11-05
부천자동차검사정비,경기도 부천시 원미구 원미로241번길14,37.504379,126.7943186,032-342-6589,3,평일 09:00~18:00+토요일 09:00~13:00,3860000,경기도 부천시,2024-11-05
주식회사 붕붕자동차공업사,경기도 부천시 오정구 오정로 278(오정동),37.5310798,126.7887720910,032-674-6001,2,평일 08:30~18:00+토요일 09:00~13:00,3860000,경기도 부천시,2024-11-05
동서울모터스,서울특별시 중랑구 망우로55길 24(상봉동),37.59886812,127.0933242,02-496-8110,4,08:30~17:30,3060000,서울특별시 중랑구,2024-10-25
합성자동차,서울특별시 강북구 도봉로 113,37.61900103,127.0288457,02-989-9720,,평일:09~17:20+토요일:09~12:20,3080000,서울특별시 강북구,2024-10-18
한국교통안전공단 홍성검사소,충청남도 홍성군 홍성읍 충서로 1207,36.58388952,126.6549007,041-632-5837,2,평일:09~18:00+토요일:09:00~13:00,4600000,충청남도 홍성군,2024-08-26
제일자동차공업사,강원특별자치도 홍천군 남면 양덕원로 183,37.62413993,127.7727783,033-432-8933,1,09:00~18:00,4251000,강원특별자치도 홍천군,2024-04-12
강원종합자동차공업사,강원특별자치도 홍천군 북방면 송학정로 42,37.68269167,127.8593397,033-434-0063,1,09:00~18:00,4251000,강원특별자치도 홍천군,2024-04-12
서하남공업사,경기도 하남시 초광산단로 75,37.52869332,127.1722536,02-441-6266,,(평일) 08:30~18:00,4040000,경기도 하남시,2024-06-28
태온모터스,경기도 하남시 감초로184번길 11,37.5285017,127.165622,02-481-8181,,(평일) 08:00~18:00,4040000,경기도 하남시,2024-06-28
반도자동차공업사,충청남도 태안군 태안읍 환동로11,36.74841941,126.2923958,041-675-4011,2,평일:09~18:00+토요일:09:00~13:00,4620000,충청남도 태안군,2024-07-01
태안현대서비스,충청남도 태안군 태안읍 원이로79,36.7640948,126.2875168,041-675-5217,2,평일:09~18:00+토요일:09:00~13:00,4620000,충청남도 태안군,2024-07-01
안면자동차공업사,충청남도 태안군 안면읍 장터로181-5,36.52326127,126.3445332,041-674-8888,2,평일:09~18:00+토요일:09:00~13:00,4620000,충청남도 태안군,2024-07-01
태안기아서비스(주),충청남도 태안군 태안읍 서해로2068-16,36.75654089,126.3324482,041-675-6666,2,평일:09~18:00+토요일:09:00~13:00,4620000,충청남도 태안군,2024-07-01
주식회사태안현대정비공장,충청남도 태안군 태안읍 평촌길 26,36.75392076,126.3305716,041-675-9913,2,평일:09~18:00+토요일:09:00~13:00,4620000,충청남도 태안군,2024-07-01
케이디오토모빌토탈서비스㈜,경기도 화성시 은행나무로 23,37.064799,126.932494,031-910-1479,,09:00~18:00,5530000,경기도 화성시,2024-07-31
현대동탄서비스㈜2호점,경기도 화성시 효행로 1338-51,37.2294517258,127.0678147737,0507-1368-270,,09:00~18:00,5530000,경기도 화성시,2024-07-31
엔카모터스,경기도 화성시 동탄지성로412번길 16,37.22940526,127.0472377,0507-1349-497,,09:00~18:00,5530000,경기도 화성시,2024-07-31
향남서비스,경기도 화성시 팔탄면 덕우공단1길 126,37.15605259,126.9265306,031-8059-5471,,09:00~18:00,5530000,경기도 화성시,2024-07-31
(주)수레와바퀴,경기도 화성시 융건로 41-20,37.2174870177,126.9843948232,031-296-2556,,09:00~18:00,5530000,경기도 화성시,2024-07-31
태흥자동차공업사,경기도 화성시 남양읍 현대기아로 520-10,37.1946395962,126.8491779476,031-8059-9961,,09:00~18:00,5530000,경기도 화성시,2024-07-31
송산1급종합자동차공업사,경기도 화성시 화산북로 9,37.2089807,127.0068136191,031-267-0920,,09:00~18:00,5530000,경기도 화성시,2024-07-31
인정자동차정비공업사,경기도 화성시 효행로 434,37.2117185232,126.9832499043,031-294-4141,,09:00~18:00,5530000,경기도 화성시,2024-07-31
현대기흥서비스,경기도 용인시 기흥구 공세로 155 (공세동),37.23754351,127.1067198,031-286-5100,,09:00~18:00,4050000,경기도 용인시,2024-08-07
동탄현대서비스㈜검사장,경기도 용인시 기흥구  공세로 25 (고매동),37.22968582,127.1035986,031-275-5100,,09:00~18:00,4050000,경기도 용인시,2024-08-07
청덕모터스(주),경기도 용인시 기흥구 구성로 322-1 (청덕동),37.28988887,127.1444522,031-8005-6060,,09:00~18:00,4050000,경기도 용인시,2024-08-07
별내 현대 서비스,경기도 남양주시 송산로 356(별내동),37.67338943,127.1343605,1588-0501,,평일 09:00~18:00,3990000,경기도 남양주시,2024-11-08
별내서비스기아오토큐㈜,경기도 남양주시 별내면 청학로 79,37.70717138,127.1180059,031-843-7300,,평일 09:00~18:00,3990000,경기도 남양주시,2024-11-08
㈜평내현대자동차서비스,경기도 남양주시 경춘로 1319(평내동),37.6513249,127.2384726,031-595-3663,,평일 09:00~18:00,3990000,경기도 남양주시,2024-11-08
K현대자동차공업사㈜,경기도 남양주시 화도읍 재재기로 40(화도읍),37.62998522,127.3018227,031-559-1215,,평일 09:00~18:00,3990000,경기도 남양주시,2024-11-08
하진1급자동차공업사,광주광역시 서구 상무누리로 133,35.15502268,126.8381549,062-367-0888,3,평일:09:00-17:30+토요일:09:00-12:00,3600000,광주광역시 서구,2024-06-19
기아검사정비서비스(주),광주광역시 서구 무진대로772번길 6,35.16109213,126.8646665,062-527-2111,3,평일:08:30-18:00+토요일:09:00-12:00,3600000,광주광역시 서구,2024-06-19
㈜한솔자동차공업사,광주광역시 서구 풍서우로 172,35.12883357,126.8432518,062-374-9988,3,평일:09:00-18:00+토요일:09:00-12:00,3600000,광주광역시 서구,2024-06-19
(주)삼삼1급자동차서비스,광주광역시 서구 상무누리로 137,35.15533498,126.8378064,062-381-3333,4,평일:09:00-18:00+토요일:09:00-12:00,3600000,광주광역시 서구,2024-06-19
용인남동현대모터스㈜,경기도 용인시 처인구 백옥대로 950 (남동),37.22044142,127.2102452,031-336-6708,,09:00~18:00,4050000,경기도 용인시,2024-08-07
용인JH종합자동차검사소,경기도 용인시 처인구  백옥대로 954 (남동),37.22092834,127.2097427,031-334-5115,,09:00~18:00,4050000,경기도 용인시,2024-08-07
(주)광명자동차공업,경기도 용인시 처인구  유림로 165-27 (유방동),37.25925647,127.1961755,031-322-4975,,09:00~18:00,4050000,경기도 용인시,2024-08-07
대청자동차정비(주),경기도 용인시 처인구 경안천로 214-5 (고림동),37.25027984,127.2189197,031-332-2346,,09:00~18:00,4050000,경기도 용인시,2024-08-07
대지남사서비스 주식회사,경기도 용인시 처인구 남사읍 천덕산로 23 (남사읍),37.11781432,127.1116892,1577-1335,,09:00~18:00,4050000,경기도 용인시,2024-08-07
동화종합자동차공업(주),경기도 용인시 처인구 모현읍 포은대로1069번길 13-8 (모현읍),37.33313956,127.1604254,031-266-0697,,09:00~18:00,4050000,경기도 용인시,2024-08-07
(주)현대양지자동차공업사,경기도 용인시 처인구 양지면 남평로 39,37.23088508,127.2889944,031-338-1141,,09:00~18:00,4050000,경기도 용인시,2024-08-07
용인현대자동차공업(주),경기도 용인시 처인구 양지면 중부대로 2038-8,37.22600834,127.2704227,031-321-5656,,09:00~18:00,4050000,경기도 용인시,2024-08-07
양지대형서비스기아오토큐㈜,경기도 용인시 처인구 양지면 중부대로 2318 (양지면),37.23418108,127.2992924,31-339-4972,,09:00~18:00,4050000,경기도 용인시,2024-08-07
1급유성오토모빌,경기도 용인시 처인구 이동읍 화산로 13-1,37.14543747,127.2037702,031-336-4644,,09:00~18:00,4050000,경기도 용인시,2024-08-07
제일종합정비,"부산광역시 중구 흑교로45번길 4, 1층(보수동2가, 제일종합정비)",35.1037355602,129.0247358452,051-241-5884,1,평일09:00~18:00+토요일09:00~15:00,3250000,부산광역시 중구,2024-08-07
우성카정비공장,경상북도 영주시 풍기읍 신재로 842번길 9-7,36.86346493,128.5305839,054-636-7766,,09:00~18:00,5090000,경상북도 영주시,2024-08-02
항도공업사,강원특별자치도 동해시 동해대로 5026 (효가동),37.4943122,129.1120156,033-522-1178,,평일 09:00~18:00,4211000,강원특별자치도 동해시,2024-08-27
동해공업사,강원특별자치도 동해시 대동로 261-8 (송정동),37.49292991,129.1240565,033-522-4018,,매일 08:30~18:00,4211000,강원특별자치도 동해시,2024-08-27
송용자동차정비,강원특별자치도 동해시 해안로1 (용정동),37.50484179,129.1259629,033-535-0244,,평일 09:00~18:00,4211000,강원특별자치도 동해시,2024-08-27
한양공업사,강원특별자치도 동해시 임항로89 (부곡동),37.54088458,129.1102974,033-532-6622,,평일 09:00~18:00,4211000,강원특별자치도 동해시,2024-08-27
한광자동차종합정비㈜,강원특별자치도 동해시 삼화로58 (이로동),37.48428277,129.0639177,033-534-8882,,평일 08:30~17:30,4211000,강원특별자치도 동해시,2024-08-27
그린정비공업사,강원특별자치도 화천군 화천읍 산수화로 127,38.11564245,127.7131822,033-442-1237,1,09:00~18:00,4311000,강원특별자치도 화천군,2024-09-02
하나1급자동차공업사,강원특별자치도 화천군 사내면 포화로 1119,38.06704154,127.5211704,033-441-1111,2,08:30~17:30,4311000,강원특별자치도 화천군,2024-09-02
주식회사화천정비사업소,강원특별자치도 화천군 화천읍 노신로 67,38.1174493,127.6998941,033-441-4417,1,09:00~18:00,4311000,강원특별자치도 화천군,2024-09-02
오케이자동차,강원특별자치도 화천군 화천읍 산수화로5길 17,38.10963815,127.7084339,033-442-3345,1,09:00~18:00,4311000,강원특별자치도 화천군,2024-09-02
(주)신아주이트럭,경기도 오산시 가장산업서로 23-8,37.1627224,127.0326256,031-377-5055,3,평일:09:00~18:00+토요일:09:00~13:00,4000000,경기도 오산시,2024-01-05
주식회사 이맥스,경기도 평택시 포승읍 포승서로 295,37.009673,126.872840,031-683-5800,,09:00 ~ 18:00,3910000,경기도 평택시,2024-07-30
대진카도크센타,경기도 평택시 탄현로 230(신장동),37.073298,127.055468,031-664-3030,,09:00 ~ 18:00,3910000,경기도 평택시,2024-07-30
(주)평택항 현대서비스,경기도 평택시 포승읍 하만호길 237,36.955358,126.850545,031-682-5803,,09:00 ~ 18:00,3910000,경기도 평택시,2024-07-30
평택자동차검사소,경기도 평택시 삼남로 27-8(칠원동),37.028881,127.098978,031-663-9119,,09:00 ~ 18:00,3910000,경기도 평택시,2024-07-30
㈜쌍용자동차평택정비사업소,경기도 평택시 경기대로 161-9(합정동),36.986347,127.114691,031-657-7007,,09:00 ~ 18:00,3910000,경기도 평택시,2024-07-30
지산모터스,경기도 평택시 지산로 283-6(지산동),37.076879,127.085545,031-662-4972,,09:00 ~ 18:00,3910000,경기도 평택시,2024-07-30
명진모터스,경기도 평택시 오성면 오성산단로 25,37.023860,126.945822,031-681-2277,,09:00 ~ 18:00,3910000,경기도 평택시,2024-07-30
(주)태영자동차,경기도 평택시 도일로 135-6(도일동),37.053441,127.109548,031-611-2171,,09:00 ~ 18:00,3910000,경기도 평택시,2024-07-30
청도자동차공업사,경기도 평택시 경기대로 633(세교동),37.007876,127.077744,031-654-0101,,09:00 ~ 18:00,3910000,경기도 평택시,2024-07-30
1급서평택자동차공업사,경기도 평택시 포승읍 원원정길 15-17,36.995638,126.845845,031-684-0064,,09:00 ~ 18:00,3910000,경기도 평택시,2024-07-30
(주)세교공업사,경기도 평택시 은실5길 92(세교동),37.007980,127.073306,031-651-0331,,09:00 ~ 18:00,3910000,경기도 평택시,2024-07-30
비케이프라임산업㈜,서울특별시 금천구 범안로17길 67,37.46954684,126.8930335,02-858-4729,3,평일:09:00~18:00,3170000,서울특별시 금천구,2024-07-31
금천자동차검사정비센타,서울특별시 금천구 시흥대로27길 26,37.4410019,126.9020668,02-893-5579,3,평일:09:00~18:00,3170000,서울특별시 금천구,2024-07-31
금강자동차정비산업㈜,서울특별시 금천구 시흥대로 453,37.47411029,126.8979273,02-856-7800,4,평일:09:00~18:00,3170000,서울특별시 금천구,2024-07-31
기마자동차검사정비공업사,서울특별시 금천구 두산로3길 4,37.47069774,126.8893278,02-855-0103,3,평일:09:00~18:00,3170000,서울특별시 금천구,2024-07-31
삼천포종합정비㈜,경상남도 사천시 삼천포대교로 577 (좌룡동),34.94919278,128.077581,055-833-7610,5,평일:09:00~18:00,5340000,경상남도 사천시,2024-08-15
평화자동차종합정비,경상남도 사천시 곤양면 구고속도로 1636,35.05301936,127.9591904,055-854-4114,3,평일:09:00~18:00,5340000,경상남도 사천시,2024-08-15
(주)한서종합정비,경상남도 사천시 삼천포대교로 926 (송포동),34.97608597,128.0599176,055-833-0808,4,평일:09:00~18:00,5340000,경상남도 사천시,2024-08-15
정우1급종합정비,경상남도 사천시 삼천포대교로 650 (좌룡동),34.95548143,128.075702,055-835-1177,4,평일:09:00~18:00,5340000,경상남도 사천시,2024-08-15
베스트종합정비,경상남도 사천시 정동면 진삼로 1206,35.06073905,128.0796366,055-852-3322,3,평일:09:00~18:00,5340000,경상남도 사천시,2024-08-15
가야1급종합정비,경상남도 사천시 남일로 155 (향촌동),34.93080165,128.0931463,055-833-4972,3,평일:09:00~18:00,5340000,경상남도 사천시,2024-08-15
(주)사천고객정비,경상남도 사천시 사천읍 사천대로 2013-18,35.094272,128.089013,055-853-8600,3,평일:09:00~18:00,5340000,경상남도 사천시,2024-08-15
중앙자동차1급정비,경상남도 사천시 삼상로 164(향촌동),34.93902147,128.0927966,055-835-8511,3,평일:09:00~18:00,5340000,경상남도 사천시,2024-08-15
현대종합정비,경상남도 사천시 사천읍 구암두문로154-32,35.08789367,128.103525,0507-1492-137,4,평일:09:00~18:00,5340000,경상남도 사천시,2024-08-15
(주)에이스1급정비,경상남도 사천시 사남면 사천대로 1616-14,35.06232895,128.074564,055-855-6262,3,평일:09:00~18:00,5340000,경상남도 사천시,2024-08-15
동성엔대림종합정비,경상남도 사천시 사천읍 항공로 54,35.08124496,128.0765727,055-852-2100,3,평일:09:00~18:00,5340000,경상남도 사천시,2024-08-15
사천자동차종합검사소,경상남도 사천시 구암두문로 154-42,35.08759805,128.104127,055-855-1181,3,평일:09:00~18:00,5340000,경상남도 사천시,2024-08-15
현대정비공장,경상북도 영주시 고현로 51,36.834843,128.617126,054-631-0802,,09:00~18:00,5090000,경상북도 영주시,2024-08-02
(주)인천현대모터스,인천광역시 동구 중봉대로 68(송현동),37.48523552,126.6448882,032-765-5001,,평일:09:00~18:00+토요일:09:00~13:00,6280000,인천광역시,2023-05-31
월드자동차공업(주),인천광역시 동구 봉수대로 95(송림동),37.48456097,126.6595316,032-579-8977,,평일:09:00~18:00+토요일:09:00~13:00,6280000,인천광역시,2023-05-31
쌍용자동차 인천정비사업소(주),인천광역시 동구 방축로 17(송현동),37.48850054,126.6489468,032-584-5520,,평일:09:00~18:00+토요일:09:00~13:00,6280000,인천광역시,2023-05-31
㈜샵모터스,인천광역시 동구 방축로 165(송림동),37.48096038,126.6632728,032-1833-6532,,평일:09:00~18:00+토요일:09:00~13:00,6280000,인천광역시,2023-05-31
북항자동차정비검사소,인천광역시 동구 방축로9번길 57(송현동),37.49027644,126.6501681,032-583-5582,,평일:09:00~18:00+토요일:09:00~13:00,6280000,인천광역시,2023-05-31
(합)세기자동차,인천광역시 미추홀구 아암대로253번길 35 (학익동),37.44109275,126.6354501,032-831-3301,,평일:09:00~18:00+토요일:09:00~13:00,6280000,인천광역시,2023-05-31
(주)인천자동차공업사,인천광역시 미추홀구 아암대로253번길 74(학익동),37.44042637,126.6380615,032-831-8341,,평일:09:00~18:00+토요일:09:00~13:00,6280000,인천광역시,2023-05-31
주안자동차공업사,인천광역시 미추홀구 경인로 294 (도화동),37.46046085,126.6732505,032-867-6394,,평일:09:00~18:00+토요일:09:00~13:00,6280000,인천광역시,2023-05-31
미진자동차공업(주),인천광역시 미추홀구 경원대로 922 (주안동),37.46495129,126.6908323,032-421-0551,,평일:09:00~18:00+토요일:09:00~13:00,6280000,인천광역시,2023-05-31
㈜365모터스,인천광역시 미추홀구 장고개로 30 (도화동),37.47091487,126.6672733,032-868-0365,,평일:09:00~18:00+토요일:09:00~13:00,6280000,인천광역시,2023-05-31
성진자동차공업사,인천광역시 미추홀구 노적산로 21 (학익동),37.44260722,126.652731,032-874-8887,,평일:09:00~18:00+토요일:09:00~13:00,6280000,인천광역시,2023-05-31
송도종합서비스,인천광역시 미추홀구 독배로 183(학익동),37.43723698,126.6469702,032-834-3232,,평일:09:00~18:00+토요일:09:00~13:00,6280000,인천광역시,2023-05-31
㈜송도정비검사소,인천광역시 연수구 아암대로 793 (동춘동),37.39842752,126.6602956,032-831-8272,,평일:09:00~18:00+토요일:09:00~13:00,6280000,인천광역시,2023-05-31
남동서비스기아오토큐㈜,인천광역시 남동구 청능대로 459 (고잔동),37.3994771,126.7108776,032-446-5608,,평일:09:00~18:00+토요일:09:00~13:00,6280000,인천광역시,2023-05-31
1급논현 현대기아모터스,인천광역시 남동구 청능대로468번길 20 (고잔동),37.39805444,126.7105317,032-818-0303,,평일:09:00~18:00+토요일:09:00~13:00,6280000,인천광역시,2023-05-31
아주자동차공업사,인천광역시 남동구 방축로 396 (간석동),37.47157007,126.6862073,032-867-5445,,평일:09:00~18:00+토요일:09:00~13:00,6280000,인천광역시,2023-05-31
카123텍엔지니어링,"인천광역시 남동구 남동서로 202(고잔동, 59B-1L)",37.40771395,126.6924237,032-822-2002,,평일:09:00~18:00+토요일:09:00~13:00,6280000,인천광역시,2023-05-31
임계종합자동차공업사,강원특별자치도 정선군 임계면 서동로 4566-1,37.49418928,128.8509026,033-562-6359,3,평일 09:00~18:00+토요일 09:00~12:00,4291000,강원특별자치도 정선군,2024-05-28
정선우리자동차공업사,강원특별자치도 정선군 정선읍 서동로 1229-1,37.39849362,128.6649165,033-562-8998,3,평일 09:00~18:00+토요일 09:00~12:00,4291000,강원특별자치도 정선군,2024-05-28
경춘자동차공업사,경기도 남양주시 경춘로 1289,37.649497,127.235892,031-594-8100,,평일 09:00~18:00,3990000,경기도 남양주시,2024-11-08
수동현대서비스,경기도 남양주시 수동면 비룡로 544,37.68838879,127.3228783,031-995-9955,,평일 09:00~18:00,3990000,경기도 남양주시,2024-11-08
백봉현대모터스,경기도 남양주시 마치로 49(호평동),37.65414611,127.2575409,031-593-5184,,평일 09:00~18:00,3990000,경기도 남양주시,2024-11-08
(주)호평1급자동차공업사,경기도 남양주시 늘을1로 63-8(호평동),37.65760777,127.238673,031-595-6413,,평일 09:00~18:00,3990000,경기도 남양주시,2024-11-08
(주)평내자동차검사정비사업소,경기도 남양주시 경춘로 1265(평내동),37.64780971,127.2342321,031-595-8276,,평일 09:00~18:00,3990000,경기도 남양주시,2024-11-08
남양주자동차주식회사,경기도 남양주시 금곡로 9(금곡동),37.63365354,127.203922,031-559-8600,,평일 09:00~18:00,3990000,경기도 남양주시,2024-11-08
현대자동차종합정비공업사,경기도 남양주시 와부읍 덕소로 260,37.57848609,127.2245763,031-577-1422,,평일 09:00~18:00,3990000,경기도 남양주시,2024-11-08
(주)사능자동차공업사,경기도 남양주시 진건읍 사릉로 433,37.65722298,127.176494,031-573-2100,,평일 09:00~18:00,3990000,경기도 남양주시,2024-11-08
1급 진건현대공업사,경기도 남양주시 진건읍 독정로 259-5,37.67737452,127.1927834,031-527-0155,,평일 09:00~18:00,3990000,경기도 남양주시,2024-11-08
순창자동차1급공업사,전라북도 순창군 순창읍 강천로 19-6,35.37059059,127.113607,063-653-3343,1,평일:09:00~18:00+토요일:09:00~13:00,4771000,전북특별자치도 순창군,2022-06-15
형제자동차1급정비공업사,전라북도 순창군 인계면 인덕로 159,35.40603515,127.1402456,063-652-7878,1,평일:09:00~18:00+토요일:09:00~13:00,4771000,전북특별자치도 순창군,2022-06-15
대성자동차1급정비공업사,전라북도 순창군 순창읍 담순로 1476,35.3779257,127.1569688,063-653-9951,1,평일:09:00~18:00+토요일:09:00~13:00,4771000,전북특별자치도 순창군,2022-06-15
영화1급자동차공업사,전라북도 순창군 순창읍 옥천로 215-10,35.3917016,127.1390045,063-653-7776,1,평일:09:00~18:00+토요일:09:00~13:00,4771000,전북특별자치도 순창군,2022-06-15
거성자동차공업사,전라남도 신안군 비금면 비금북부길 26,34.75388712,125.9270813,061-275-5269,,평일:09:00~16:00+토요일:09:00~13:00,5010000,전라남도 신안군,2024-06-11
1급신안자동차정비,전라남도 신안군 지도읍 해제지도로 1156,35.05913283,126.219376,061-275-4501,,평일:09:00~18:00+토요일:09:00~13:00,5010000,전라남도 신안군,2024-06-11
초원자동차종합정비,전라남도 신안군 도초면 서남문로 1715-5,34.68926038,125.9651951,061-261-9677,,평일:09:00~18:00+토요일:09:00~13:00,5010000,전라남도 신안군,2024-06-11
